File Name,Job Description,label
336060277_1177019636335488_4554432591647158689_n.webp,"WE ARE o-

HIRING! 7wwT

FOR HOST TIKTOK LIVE
[PERSYARATAN,

© Usia 20-30 tahun

Komunikatif & Percaya Diri

Berpenampilan Rapi dan Memiliki Attitude yang baik
serta Jujur

Memiliki Jiwa Selling yang Kuat

Berpengalaman menjadi MC/Host

Bersedia menjadi Talent Tiktok

Bertanggung Jawab, Kreatif & Inisiatif

Bersedia bekerja Fleksibel

Melaksanakan Tugas Operasional Live Streaming Tiktok

Memantau & Menangani Tanggapan & Keluhan Customer / Viewers
Membantu Customer dalam Membeli Produk Secara Online
Mengelola Akun Tiktok dalam bentuk Posting Konten

Membuat dan Editing Konten Video untuk Akun Tiktok

Membuat Live Streaming Menjadi Lebih Ramai

",bias
335676432_796724565211471_6208073871252991379_n (1).webp,"A\INI=° SURF

CAREER OPPORTUNITY

Perusahaan yang bergerak dibidang retail,
membuka peluang karir bagi anda, kami mencari:

“SALES TEAM & CASHIER ”

PERSYARATAN

- Tinggi badan dan berat min. 150cm/45kg (wanita) dan
min 160cm/55kg (pria)
- Usia min. 17 tahun dan max. 23 tahun
- Pendidikan min. SMU / sederajat
- Mengirimkan surat lamaran, CV, fotocopy ijazah terakhir,
KTP, KK, SKCK & surat keterangan sehat dari rumah sakit
- Melampirkan foto terbaru dalam lamaran
(1 lembar pas foto & 1 lembar foto close up seluruh badan)
- Melampirkan bukti telah divaksin Covid-19

BENEFIT

~ Gaji Menarik

- Bonus dan Reward
- Jenjang Karir

""EVERYDAY"" START 6 MARET 23
PK 11.00 - 17.00 WIB
PLANET SURF MALL OLYMPIC GARDEN
Jl. Kawi No. 24, Malang. Jawa Timur

Contact Person: Fendo 0822 3493 7698

planetsurf_indonesia @planetsurf [FJ Planetsurf Indonesia
@ planetsurf indonesia & www.planetsurfonline.com

",bias
335616465_889779058973442_3438349416286831047_n.jpg,"Lowongan Pekerjaan

Asisten Apoteker

Persyaratan :

Perempuan Usia Maks. 30 Tahun
Pendidikan D3 Farmasi
Memiliki STR yang masih berlaku
Bersedia masuk shift
Memiliki Kendaraan sendiri

Persyaratan Administrasi : dah
¥ cal

Curiculum Vitae ( CV ) dan Surat Lamaran ae
Fotocopy ljazah Terakhir
Fotocopy Transkip Nilai

Fotocopy KTP 4

Fotocopy STR

Email : klinikjemurdrjo@gmail.com
Subject : LOKER AA
",bias
333599981_732175991944846_5206062647512438690_n (28).jpg,"BARISTA (=)
ONSITE

USIA| MIN 19 TAHUN
LOKASI | JL. BURANGRANG, MALABAR, BANDUNG

+ MEMILIKI PENGALAMAN

« RAMAH

« GOOD ATTITUDE

- DAPAT MENJAGA KEBERSIHAN AREA BAR

LAMAR SEKARANG
JOOB.ASIA/JOB/NKK4D

© +62-821-1371-2967
",Non-bias
335970014_246286511073258_1921787357366026344_n.webp,"PT. INTRIAS MANDIRI SEJATI
@eeee Training, Recruitment and HR Management

We Are Hiring

SEKRETARIS

Penempatan : Banjarmasin

KUALIFIKASI :

e Wanita

e¢ Belum menikah

e Berpenampilan menarik

e¢ Mampu berkomunikasi dengan baik
¢ Menguasai Microsoft Office

e SMA max usia 20 Tahun

¢ D3/S1 max usia 23 Tahun

banjarmasin@ims-hr.com Se,
Subjek : SEKRETARIS eee
0853 4818 0403 aot”

J - eeees

PT. INTRIAS MANDIRI SEJATI
Jl. Lingkar Dalam selatan no. 41 Rt. 26 Kel. Pekapuran Raya
Kec. Banjarmasin Timur, Banjarmasin (Kal-Sel), 70234

",bias
335937491_173233365568887_7819104974988114617_n.jpg,"SUBJECT EMAIL:
lokermedanID

We Are

Gender bebas

& Bicara sopan, tidak terbata-bata,
lembut dan sabar

Max usia 35 tahun

Gaji & Bonus
On Site

Tidak bekas Judi Online
Contact Us

loker.gcbegmail.com
Jln Kapten Sumarsono Blok A 10-11

£2/20/vT

",Non-bias
333599981_732175991944846_5206062647512438690_n (27).webp,"WHOLESALES SUV

& DOUBLE CABIN FEBRUARI 2023

| LADDER FRAME SUV DATA: GAIKINDO
dl , a

ah
‘iy
MITSUBISHI PAJEROSPORT TOYOTAFORTUNER ISUZU MU-X
1.471 unit 1.405 unit 20 unit
| SMALL SUV
- DAIHATSU ROCKY
mah TOYOTARAIZE unit
; 1.757 unit
. KIASONET
A 35 unit

——= HONDAWR-V

1.580 unit

NISSAN MAGNITE
unit

@ber.kendara
kendara aT VAP OB EME DEALER

",Non-bias
335504033_1214142832566857_4804041136048778040_n (1).webp,"288.
29s amartha

REGIONAL PEOPL

my a a
1
a an berdomisili NTB
y hie, wr
Mite ill Hea — } Link Lamaran Online
b Benefit : ? HRD NTB : bit.ly/HRAMF
1. Asuransi kesehatan swasta r
Ia 2. THR & Bonus Tahunan >

‘VY 3. Karir & Pengembangan Diri q
4. Program Employee Loan j
5. DIl.

*S8K berlaku

",Non-bias
334815643_1363091654539284_7053261603749453737_n.webp,"SUM Nex... Kg KPa

OPEN RECRUITMENT

ANAK BUMN PT KERETA API INDONESIA (PT KAI)
FRESH GRADUATE/BERPENGALAMAN

",Non-bias
334844354_1183286559034543_308005497294018326_n.webp,"@agency_ceri
",Non-bias
335199806_1167869097202595_6484796765565788846_n.jpg,"(KOT:IABOR A

COFFEE GEEKS & LIFESTYLE

WALK IN INTERVIEW

Ji. Raya Kupang Indah No.51 Surabaya

Setiap Senin, tanggal 06, 13, 20, 27 Maret 2023
Pukul 08:00 - 10:00

untuk posisi :
(1) BAKER | (2) BARISTA | (3) CASHIER | (4) COOK

KUALIFIKASI UMUM :
+ Usia maksimal 30 tahun
* Pendidikan terakhir SMA/SMK/Sederajat
* Memiliki pengalaman di bidang yang sama min. 1 tahun
* Bersedia bergabung secepatnya
* Bersedia bekerja secara shift (+/- 24 jam)
* Bersedia untuk bekerja rotasi ke outlet lain
* Telah mendapatkan vaksin COVID-19 dengan menyertakan
sertifikat vaksin
KUALIFIKASI KHUSUS :
* Mampu membuat adonan produk pizza sesuai dengan
standar perusahaan (posisi 1)
+ Menguasai mesin espresso, manual brew, dan latte art.
Mempunyai pengalaman roasting biji kopi menjadi nilai
ih

MEMBAWA CV, SURAT LAMARAN, dan FORMULIR PENDAFTARAN
Formulir dapat diunduh di https://bit.ly/biokandidat

",bias
335802188_755226742993028_8307625285160064998_n.jpg,"PT INKA Multi Solusi

Persyaratan Umum:

-  Bersedia ditempatkan di seluruh unit kerja yang
dibutuhkan

-  Bersedia tinggal di Madiun (akomodasi pribadi)

«  Memilikiintegritas dan komitmen yang tinggi

+ Bersedia mengikuti seluruh rangkaian proses
rekrutmen sesuai dengan jadwal dan ketentuan
yang ditetapkan

+  Cek selengkapnya di: kerjadepnaker.com

Informasi Lengkap Kunjungi: kerjadepnaker.com
",bias
335880310_529615572423328_6773192878790738515_n.webp,"Branch Recruitment

Melaksanakan dan memastikan proses seleksi calon karyawan
berjalan sesuai dengan jadwal, sesuai dengan kebutuhan user,
dan sesuai peraturan yang di tetapkan dalam Standar Operating
Procedure (SOP) dan berkoordinasi dengan internal Recruitment
dalam implementasi di lapangan.

KUALIFIKASI

Laki - Laki (Belum Menikah )

Usia 22 - 27 Tahun

Pendidikan SI Psikologi

Menguasai alat tes Psikologi

Menguasai BEI ( Behavior Event interview )
Mempunyai SIM A dan C (Siap Kerja Mobile )
Kemampuan Public Speaking yang bagus
Berpenampilan menarik

Lamar Sebelum

31 Maret 2023

© alfamartkarirjember © bit.ly/alfakarirjember

",bias
336060286_597883452237762_5598959916899191295_n (1).webp,"WE’RE HIRING

BARISTA-WAITERS
KITCHEN

(Part time — Full time)

Pria/Wanita
Minimal Pendidikan SMA/SMK
Memiliki Pengalaman lebih di utamakan
Siap bekerja di bawah tekanan
Mampu berkomunikasi dengan baik
Mampu bekerjasama tim
Berperilaku baik & berpenampilan menarik

CV - Pas Foto - Berk
Garden (pada jam o

Lampirkan : Surat
Kirim k

Jalan Tenis (depan Autis Center)

&, +62 821-5173-7803 @paradisogardencafe

",bias
335555575_1202273147151350_3958725591343070250_n (1).jpg,"£T/Z0/ST

DmAzA or

JOIN

Bm WEET ANGEL

ARE YOUA —o—
FRESH GRADUATE ;
SKILLFUL Requirements :
FASTLEARNER Wanita, maks 25 tahun (belum menikah)

Min lulusan SMA/Sederajat
SPAS ONE Jujur dan bertanggung jawab
TOYS AND SELLING? ee

Kirimkan Lamaran Anda Ke:
www.swelco.id/jobs

“www wajib ditulis

",bias
335778223_891344405430919_6778479696759686272_n.webp,"QUANTUMREGIONALDALL

Quantum

Quantum Tera Network is an IT solution company that provides
Information and Communication Technology Services induding
Internet, Monitoring System, Hospitality Solution, Cloud Solutions,
Infrastructure Network Solutions via Fiber Optic and Wireless

we ARE HIRING
ACCOUNT EXECUTIVE

Requirement €

* Pendidikan Min. D3 /S1
* Pengalaman Sales / Melayani Customer
* Terampil menggunakan Sosial Media

* Customer Oriented

* Tekun dan Disiplin

Responsibilities

© Generate prospect dari berbagai sumber

‘© Melakukan follow up ke prospects dan client existing untuk mendorong penjualan

© Membina hubungan baik dengan client untuk pelaksanaan project, tender,
pembayaran maupun feedback dari client

‘© Berkoordinasi dengan tim internal untuk melakukan registrasi client dan.
pelaksanaan project

‘* Mengelola dan mampu memperluas jaringan client

Send your CV to : hrdequantum.net.id | CC. rizky.budiwiryanto@quantum.net.id

Subjuct «AE Bal: | Pentonpatan Balt

wow.quantumnetid
",bias
335607628_231543142668411_9174507214491271593_n (1).jpg,"bene tore mond
baie Prestast Tin}
«Akhlak ‘Terpusi

DIVISI
SDM

yang bertujuan untuk mencetak lulusan be
dan berakhlak terpuji. Berdiri sejak 1995, Teyana BP ch
mencakup kota besar nasional dan internasional.

LITBANG BAHASA INGGRIS

Persyaratan : Benefit:
© Muslim (Laki-laki), usia maks. 35 tahun
@ Berbadan sehat dan tidak merokok © Gajikompetitif
@ Sarjana ($1) Pendidikan Bahasa Inggris,
Sastra inggris, atau prodi yang linear, IPK 2 2.75, Tunjangan (Kesehatan, Keluarga,
lebih disukai alumni dari 10 Perguruan Tinggi THR, dll).

Negeri terbaik nasional

© Nilai TOEFL minimal 500

© Mempunyai pengalaman menyusun bahan ajar
atau soal minimal 1 tahun, lebih disukai yang @ Bekerja di lingkungan yang Syar'i.
memiliki pengetahuan mengenai kurikulum
nasional,literasi, sistem SNPMB, dan penyajian Pengembangan karir dan kompetensi bagi
level Kognitif (taksonomi Bloom) pada bahan ajar. pegawai berprestasi.

© Siap ditempatkan di Bekasi/Bogor,

ry Kesempatan I'tikaf di 10 hari terakhir
bulan Ramadhan.

rekrutmen.bintangpelajar.co.id 4 WhatsApp: 0812-9516-4020

© aww intangpeisicoid (@) reksutmenbintangpetojar@ Rekrutmen Bintang Petar
",bias
335768913_6151483148231413_8835421348413182354_n.webp,"Pt. Republik Finance
Surabaya

Ciputra World Office Center

Dibutuhkan :
Customer Service (CS)
Public Relation (PR Humas)

Kualifikasi :

— Minimal SMA/SMK Sederajat

- Maksimal usia 28 tahun

~ Dapat bekerja dalam Team

— Jujur, Disiplin, Teliti, Proaktif, Bertanggung Jawab &
- Memiliki Inisiatif

— Bisa menerima kritikan dan masukan

~- Mampu Bekerja Dalam Tekanan

— Bersedia kerja Shift dan Lembur

- Bersedia di tempatkan di luarkota

Fasilitas :
- Basic allowence (gaji pokok)
- Fasilitas tempat tinggal dan kendaraan kantor bagi yang berprestasi

- Tunjangan karir
- Reward perusahaan

Information : 088271685758 ie)

",bias
335321119_898964438012041_5401977429374972667_n.jpg,"PT IGLO INDONESIA

—_LOWONGAN
DRIVER PENGIRIMAN

loa 5.

AREA SURABAYA DAN SIDOARJO

Kualifikasi Job Description :

oi Pria’ berumur 20-35 tahun * Mengirimkan barang ke outlet
: customer

¢ Memastikan barang terkirim
dengan kondisi baik dan sesuai

Segera kirim lamaran anda!

Par Surat lamaran, Pas foto, CV, dan Ijazah ke
Memiliki SIM A dan SIM C Email : info@rasaraja58.com

Subjek : Lowongan Pengiriman

Memiliki pengalaman sebagai pengiriman

Mengerti area pasar Surabaya dan
Sidoarjo

Memiliki kendaraan motor

WEB : WWW.RASARAJA58.COM SURABAYA, JAWA TIMUR
",bias
335533829_928294621546386_6732674263346942402_n.webp,"NOW
WE'RE
HIRING

Syarat

\Usia Maksimal 30 Tahun (Laki-lakt / Perempuan)
inimal SMA / SMK Sederajat
at dan Memiliki Kesehatan Mata Yang
Berpenampilan Rapih, Ramah, Sopan & Energik
Bersedia Untuk Bekerja di Hari Libur Dengan Sistem Shift
Diutamakan Yang Sudah MemilikiSertifikat Vaksin

Deskripsi Pekerjaan :

Memberikan Pelayanan Yang Sopan dan Ramah Pada
Pelang

Bertanggung Jawab Terhadap Kebersihan Restoran Area
Kerja dan Peralatan Memasak

Memberikan Service Oriented Yang Optimal Pada Pelanggan
Menjalankan SOP Restoran Der

",bias
335982519_187756480629999_8913146186777052624_n (1).webp,"Kualifikasi :

- Wanita Usia Max 35 tahun

- Berpenampilan menarik

- Tidak dalam masa sekolah / menunggu
panggilan kerja lainya

- Jujur, Cekatan, Percaya diri, Rajin dan
Pekerja Keras

- Manajemen waktu dengan baik

- Inisiatif / peka terhadap pekerjaan

* Siap bekerja di Shift Pagi / Shift Siang
* Shift Pagi : 08.00-17.00

* Shift Siang : 11.00-20.00

* Sistem libur 7 hari kerja 1 hari libur
Syarat File :

-CV

- Ijazah Terakhir

- FC KTP

Kirim lamaran ke :

()0812-4830-9954
",bias
333552739_904552090837132_358557273281016600_n.jpg,"OPEN

RECRUITMENT

* PRIA/WANITA (DIUTAMAKAN PRIA) CORO GAT Te

+ LULUSAN S1 JURUSAN LINIER SGU IBSEES

+ USIA MAX 30 TAHUN 1 GURU BAHASA INGGRIS - MTS
+ SEHAT JASMANI DAN ROHANI

+ MEMILIKI JIWA PENDIDIK

* BERAKHLAKUL KARIMAH

SIAP MENGABDI DENGAN DEDIKASI TINGGI

PERSYARATAN

* SURAT LAMARAN (TULIS TANGAN) DAN PAS FOTO 4X6 WARNA
CV BERMATERAI RP. 10.000,- DAN MENCANTUMKAN MEDSOS
YANG DIMILIKI

* SCAN/FOTOKOPI IJAZAH SMA/MA DAN S1

* SCAN/FOTOKOPI TRANSKIP NILAI S1

SCAN/FOTOKOPI KTP DAN KK

SCAN/FOTOKOPI PIAGAM/SERTIFIKAT (JIKA ADA)

SURAT LAMARAN DITUJUKAN KEPADA:
DIREKTUR PRIMA

C.Q. KAMAD MTS AL-HIKMAH
ALAMAT: JL. KH. AHMAD MUTAMAKKIN 05/01

",Non-bias
333599981_732175991944846_5206062647512438690_n (26).webp,"INTERNSHIP TIME

oo, :
Bea | oToriTAs 4a ASEAN
L, JASA & INDONESIA

da) KEUANGAN <

2023

Magang di OJK

Otoritas Jasa Keuangan (OJK) membuka kesempatan
Program Praktek Kerja Lapangan (PKL) atau Magang bagi
Mahasiswa dan Pelajar yang berprestasi

",Non-bias
333416211_599631362072793_943204403749190323_n.webp,"(PRISMAS S| bre

Recruiting Good People

WE ARE HIRING

Kualifikasi :
Pria/Wanita, Usia maks. 28 Thn
Pendidikan Min. Diploma/S1 semua jurusan,
Pekerja keras & energetik
Memiliki minat yang tinggi bekerja di bidang fashion
Memilliki kemampuan komunikasi yang baik
Bersedia bekerja dalam shift
Bersedia bekerja saat weekend dan hari libur nasional
Selalu berorientasi pada kepuasan pelanggan
Dinamis dan mampu bekerja dalam tim
Minimal Sudah Vaksin Covid-19 2
Penempatan di Banjarmasin

Karir & Benefit
+ Jenjang Karir Menjanjikan
+ BPJS Kesehatan & Ketenagakerjaan

+ 100% Perfomance based dapat menjadi

Permanent Staff
= Gaji UMR

[xremenerse ICI GG:

More info: +62 813-7758-4625 (Chat Only)
PT, Prismas jamintara

",bias
335436188_519471037030570_7579491979501614393_n.jpg,"AIO KERJA

sopropan

The Paint Specialist

We're hiring

Quality Control Staff

KUALIFIKASI :

© Jurusan SMK / D3 Kimia Analisi / Kimia Industri (WAJIB)

© Memiliki pengalaman minimal 1 tahun di posisi QC Lab (terbuka untuk @@Rpo.d 34
para lulusan baru) 4

© Detil, teliti dan mampu melakukan analisa masalah

© Energik, disiplin dan bertanggung jawab

© Mampu bekerja dengan tim ataupun mandiri

© Bersedia bekerja shift

© Penempatan TANGERANG

APPLY NOW:

",bias
335985916_163944613151489_5923865381195790643_n.webp,"(Hello(were GradKios

SALES

FREELANCE

RESPONSIBILITIES

© Bertanggung jawab untuk akuisisi, mengunjungi & edukasi Merchant & Store
* Memastikan pengiriman data benar & akurat

¢ Melakukan laporan harian tentang pencapaian

BASIC REQUIREMENT

¢ SMA/Sarjana semua jurusan

* Memiliki SIM C

* Memiliki kemampuan komunikasi yang baik

* Menyukai kerja lapangan dan mobilitas tinggi

* Menguasai wilayah lokasi kerja

",bias
335516769_769425411047320_1821518213407412430_n.webp,"We’re Hiring
ASISTEN oT (A

Dr's Clinique

Laser & Medical Aesthetic W | | | i y
0 n n '

Wanita single, usia max 30 tahun md P*
Minimal pendidikan SMF(Sekolah Menenog masi)/
D3 Farmasi z \
Memiliki Surat Tanda Registrasi Tenaga Teknik Kefarmo-
sian(STRTTK) & Ijazah |
Dapat bekerja di bawah tekanan _ '
Berpenampilan menarik, jujur, rajin, bersin “~
Komunikatif, ramah, sopan

Dapat bekerja secara tim/individu
Penempatan di Pekan Baru

Jika memenuhi kualifikasi diatas
Silahkan datang dan interview langsung ke :

ms

Alamat : JI. Hasanudin no 107
Kota Pekanbaru

",bias
335499685_1254433995154854_2081570788723113712_n.webp,"& LOTTE Mart C0) LoTTe Grosir C0) LOTTE Super

LOWONGAN KERJA

PT. Lotte Shopping Indonesia (Lotte Grosir) merupakan bagian dari LOTTE GROUP, salah satu dari 5 kelompok bisnis
terbesar di Korea dan menjadi perusahaan retail multinasional Korea pertama yang melakukan penetrasi pasar dalam
industri grosir modern dan ritel di Indonesia. Kami hadir dalam memenuhi kebutuhan mitra usaha dengan menyediakan
produk-produk berkualitas dengan harga bersaing. Seiring dengan perkembangan perusahaan, kami mencari
profesional muda yang potensial, dinamis dan semangat dalam ikut serta mengembangkan perusahaan.

STAFF
PERBANTUAN SEASONAL

PERSYARATAN

1. Pendidikan minimal SMA/SMK

2. Usia maksimal 25 th

3. Bersedia bekerja sistem shift

4, Jujur & bertanggung jawab

5. Memiliki motivasi kerja yang tinggi

6. Diutamakan yang pengalaman kerja di bidang Retail
Kirimkan Lamaran , CV, Copy KTP, KK dan Ijazah ke hr-!

Atau diantar langsung ke, LOTTE GROSIR YOGYA, Ringroad Utara,

Maguwoharjo, Depok, Sleman

_Lamaran ditunggu sampai dengan tg! 21 MARE T.

",bias
333314235_725282149081761_768217110257659440_n.jpg,"WE ARE HIRING

SPB

BAZAAR (EVENT/ PARTIME)

KUALIFIKASI

e Pria Muslim

e Usia 21-28 tahun

e Berpengalaman min 1 tahun dibidangnya
e Percaya diri dan Komunikatif

e Penempatan di Jakarta Pusat

SEND US YOUR CV

hisyamgibran2@gmail.com
subject your Name - SPB Bazaar

or link bit.ly/spbbazaar
",Non-bias
334815643_6131655213562223_1212513979977618007_n.webp,"Therapist +

+>

Syarat :

+ Perempuan usia maksimal 29 thn

+ SUDAH BERPENGALAMAN DIBIDANG NAIL ART
/ MANICURE PEDICURE

+ Jujur, sabar, sopan , dan komunikatif

-Bisa bekerja dalam team

Fasilitas :
+ Gaji pokok, komisi, THR, tempat tinggal

, ""Send your cv and portfolio:
kyrabeautybar@gmail.com
081314825440
",bias
335554186_224592440092570_8443914605072001600_n (1).webp,"Dr's Clinique

We’re Hiring

Perawat

Persyaratan :

Wanita single, usia max 30 tahun «
Pendidikan minimal D3 Keperawatan «
Pengalaman minimal | tahun «

Memiliki STR aktif +

Berpenampilan menarik, jujur, rajin, bersih «
Komunikatif, ramah, sopan «

Mampu bekerja dengan tim «

Penepatan di Kota Pekanbaru «

Walk In Interview

Jika memiliki qualifikasi diatas, silahkan datang langsung
dengan membawa Lamaran Lengkap pada ;
Ji. Hasanudin 107, Kota Pekanbaru
",bias
335530153_203571348925123_6639459548270057969_n.webp,"MOTOR HONDA MOJOKERTO

Spesialis Haga Cash Terbaik

Rp 18.xxx.xxx,- Rp 23.xXXX.XxxxX,-
Rp 22.xxx.xxx,- Rp 24.xxx.xxx,-
Rp 32.xxX.Xxxx,- Rp 26.xxx.xxx,-
eg

Hubungi kami:
@ 0856 48 399 046 © 0813 5757 8700 @ @rega_mpm

a)

<—/_
",Non-bias
335606716_1957012464646981_8236019734576616954_n.jpg,"HAVEN

JOIN OUR TEAM

SITE MANAGER
a

REQUIREMENT

+ ria usia maksimal 30 tahun
* Pendidikan min $1 Teknik
sipivarsitektur
+ Berpengalaman sebagai site
manager pada proyek bangunan
bertingkat
* Jujur, berjiwa pemimpin,
brerwibawa, tanggung jawab,
loyal, pekerja keras, aktif, APPLY NOW
inovatt,berdediKes tinggi dan
ae et Kirim CV, Portfolio dan Expected

kepemimpinannya. Salary ke email kami di:

© haven.kontraktor@gmail.com

",bias
332786683_1861117397579289_6334973414385795042_n (1).jpg,"LOWONGAN PEKERJAAN

IMSIRGC,

- Wanita muslim umur 25-45 tahun

- Pendidikan minimal SMP

- Sudah menikah/singel Parent

- Memiliki SIM C dan Sepeda Motor

- Jam kerja tidak mengikat

- Penghasilan tidak terbatas

- Domisili Yogyakarta, Bantul, te
Sleman, Gunung Kidul

dan Sekitarnya

Benefit :
- Penghasilan Tidak Terbatas
| - Jam Kerja Tidak Mengikat

",Non-bias
336168599_184534210974695_6639959945223213532_n.jpg,"WE’RE
HIRING

~ Berumur maksimal 37 tahun Marketing Manager
- Pendidikan minimal SMA/SMK sederajat

= Diutamakan yang berpengalaman 1 tahun Marketing
mampu berkomunikasi dengan baik

- Merniiki semangat kerja tinggi, mampu Excetuive
bekerjasarna team mencapai forget

- Menguasai media online (digital marketing) Marketing

~ Dlutamakan yang berdomisi di Bandung Connunteeiion

KUALIFIKASI

Admin marketing
Content Creator

LAMARAN ®& CV DIKIRIM KE:

Sambara
Jl, Sidomukti No.68 Bandung
hrsambaraboga@gmail.com
NO TELP: 085722287631

(OUR ULLUCM LEM WWW.SAJIANSAMBARA.COM

",bias
333404291_2415273905314524_6972747421476764089_n.jpg,"WE ARE HIRING

BARISTA, KITCHEN STAFF & WAITRESS

Kualifikasi

Wanita

Min tamatan SMA/SMK sederajat
Memiliki etika yang sopan,rajin,jujur dan
bertanggung jawab

Tidak sedang menempuh pendidikan
Memiliki kendaraan pribadi
Berkemauan tinggi Untuk belajar

Bisa beKerja sama dalam team

Diutamakan yang berpengalaman

Berkas Lamaran Hanya untuk yang serius dan minat
bekerja,lamaran dikirim/antar ke Daily Mix
¢ Surat lamaran Coffee & Eatery
Fotocopy KTP/KK JIn. Khw Hasyim No 1648 Pontianak,
ljazah terakhir ees Barat ae eee
roda, samping mebel jepara inda
Pas Foto 4X6 atau Lampirkan ke 0821 50219525 (WA)

",bias
335331139_6350539111657785_5001783495489313919_n.jpg,"Subhakti Ungasan

LOWONGAN
PEKERJAAN

KOLEKTOR TABUNGAN ACCOUNT OFFICER

KUALIFIKASI
@ Pria/Wanita
(J) Usia Maks. 30 Tahun ‘SYARAT ADMINISTRASI

@ Pendidikan Min. SMU/ Sederajat SUPE eles

@ > Memiliki Sim C & Kendaraan
Sendiri

Fotocopy KTP
CV

Foto Berwarna min. 3x4
\jazah Terakhir & Daftar Nilai ljazah

Dokumen Lainnya

8 GYE8O

PENGIRIMAN LAMARAN

e Silahkan kirimkan Lamaran dan
CV anda ke:

, : -FASILITAS
Kantor Pusat Koperasi Subhakti Ungasan (0811 380 5858)

Gaji UMK

Kantor Kas Taman Griya Jimbaran (0811399 9343)
(JI. Danau Batur Raya, Taman Griya Jimbaran depan Indomaret Taman Griya) (J) THR
Kantor Cabang Denpasar (0811 399 9091) [/) BPJS Kesehatan
(Jl. Gelogor Carik, Pemogan)

: : @ BP Jamsostek

e Atau melalui email ke:
: 4 "" Bonus

koperasisubhakti@gmail.com 4

Jenjang Karier

ibhakti

",bias
335225220_1475347376326357_9186556195680523033_n.png,"Nyavek Kerje

Her. , Dibutuhkan
SEG E EKA

Lokasi : Alfamart Paris 2 & Serdam

Pe hype
stand Crew

cuar onty | @@ARGESSUSESIS7=)

Jangan Lupa Baca Dengon Teliti!

",Non-bias
335433379_921967729221648_1316290672780933234_n (1).jpg,"\Bayibunda.id
—

WE ARE HIRING!!

ASISTEN BIDAN

JOB DESC

= Menyiapkan kebutuhan sebelum dan
sesudah treatment

= Membersihkan peralatan & studio treatment

= Menyambut customer yang datang di studio

=Membuat laporan pendapatan studio

KRITERIA
= Perempuan, maksimal usia 25 tahun
= Pendidikan minimal SMA/SMK,
fresh graduate dipersilahkan
= Menyenangkan, teliti dan cekatan
= Bersedia ditempatkan di Surabaya/Sidoarjo

BERMINAT ??
Silahkan isi link dibawah ini:

https://tinyurl.com/Rekrutmen-BBI
",bias
335670932_6324224271007908_4339234218529398627_n.jpg,"Py
11 SKaon
BBQ GRILL &6 SHABU-SHABU

WE ARE HIRING
KEPALA GUDANG

Kriteria:

- Min. usia 25 tahun.

= Memiliki pengalaman min. 2 tahun dalam bidangnya.

-Dapat mengoprasikan Ms Word, Excel, Spread Sheet.

- Dapat mengatur, mengontrol dan mencatat setiap
pembelanjaan dan pemakaian barang.

- Mampu membuat dan menganalisa laporan harian,
mingguan, bulanan

- Rajin, disiplin, jujur dan dapat bekerjasama dalam.team.

- Bersedia ditempatkan di Kaizen Cab. Surabaya Barat.

Kirimkan CV dan Surat Lamaran anda ke:

applytokaizen@gmail.com dengan subject
‘Kepala Gudang Surabaya - Nama Lengkap’
",bias
335606433_191655936903443_335646221601612283_n.jpg,"WE ARE KAPSTER/
HIRING TUKANG
o——__—- CUKUR

Kualifikasi:
e¢ Umur maks. 35 tahun
¢ Disiplin dan bertanggung
jawab
e Pengalaman minimal 3
tahun

¢ Menguasai Haircoloring,
\. Smoothing dan Perming

LAMAR DI

bit.ly/hairgonomicjse

",bias
335524021_3286411418237197_940662224812173238_n (1).jpg,"as atma & Samarinda

(3) Crew Kitchen Breadlife

f 2 Rp 1,2jt - 3jt/ bulan

dailybox

Kualifikasi:

Usia maksimal 28 tahun.

Lebih diutamakan lulusan tata boga/culinary.
Berpengalaman min. 1 tahun sebagai Cook/Floor

Tinggi minimal 16Ocm untuk Pria dan 155em untuk Wanita.
Memiliki pengetahuan tentang cleaning area kitchen.
Cekatan, rapi, dan bertanggung jawab.

Memiliki motivasi yang tinggi untuk bekerja.

Memiliki sertifikasi vaksin minimal dosis 3.

Cek linknya di caption! ,

Google [dev Lamar sekarang di aplikasi Atma! }@ Terdaftar & diawasi oleh Kominfo
",bias
333409004_1014736049503472_4707046789596564521_n (1).webp,"evan

SEMAKil i DEPA.N

PT Yamaha Motor Parts Manufacturing
Indonesia

+ Production Engineering
+ Safety Staff Baca Selengkapnya

- General Affairs Staff
Q_ www.disnakerja.com

()) ©) @disnakerja Foto: img/google
",Non-bias
336147415_238393045275419_3252496509857768598_n.webp,"Lowongan Kerja
KIKI PROJECT

Penempatan Bireuen, Lhokseumawe dan Lhoksukon
POSISI:
1. Supervisor (Min. D3)
2. Manajer toko (Min. D3)
3. Admin (Min. D3)
4. Konsultan Khusus (Khusus Perawat)
5. Desain grafis (Min. D3)
6. Pegawai Toko (Min. SMA Sederajat)

PERSYARATAN
>» Khusus wanita
> Usia maksimal 28 tahun woe
> Berpenampilan menarik
> Memiliki kendaraan pribadi Oe
>» Berwawasan tinggi
SCAN DISINI

FASILITAS: ALAMATTOKO
> Gaji pokok
> Disediakan tempat tinggal dan makan

Kirimkan CV dan Lamaran Anda, ke Kontak kami :
Paling lambat 21 Maret 2023

HP/WA. 0813 9637 9721
",bias
